country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019
Timor-Leste,75,1491565,429790,336947,6125,604,1425,614,1741,1178,2589,1342,697,2261,561,1119,1577,248,1001,427,719,946,693,813
Togo,10,5699519,4307897,4020845,2361,5947,5131,5442,7036,7465,4225,9274,4188,19083,1221,2719,5413,14408,12738,3772,7741,14795,13541,9964
Togo,15,5699519,2852456,2821565,2361,5616,4582,5019,6559,6619,4077,7953,3242,17307,1172,2170,4830,11590,10672,3271,7304,13827,12917,9422
Togo,20,5699519,907847,1179893,2361,4162,3174,3379,4453,3757,2730,4971,1856,10182,785,1631,2889,4989,4675,1572,4902,9466,9204,6709
Togo,25,5699519,808158,1054692,2361,3766,2873,3016,3955,3238,2412,4423,1657,8813,708,1528,2548,4437,4122,1410,4580,8972,8697,6375
Togo,30,5699519,558804,599793,2361,2776,2021,2054,2761,2048,1688,3187,1178,5580,514,1256,1747,2953,2526,940,3464,7186,6784,5230
Togo,50,5699519,127368,153931,2361,835,385,417,483,250,281,863,243,561,143,409,345,528,375,152,946,1676,1263,1106
Togo,75,5699519,454,287,2361,66,34,22,10,5,12,20,4,12,3,6,7,0,0,0,0,2,1,0
Tunisia,10,15486458,286474,216717,11496,239,255,1597,334,657,371,900,757,1022,422,2273,1491,1456,2820,2180,1737,9535,1050,661
Tunisia,15,15486458,257228,201610,11496,236,251,1574,329,651,365,892,743,1006,414,2246,1462,1392,2652,2054,1602,9118,980,632
Tunisia,20,15486458,249252,198808,11496,235,247,1556,324,643,360,886,727,991,406,2226,1449,1371,2574,2004,1549,8982,951,611
Tunisia,25,15486458,235265,176476,11496,232,244,1545,321,634,355,881,720,985,399,2210,1435,1340,2464,1926,1487,8715,917,596
Tunisia,30,15486458,223828,169253,11496,231,244,1539,319,633,354,878,718,982,398,2204,1415,1300,2385,1880,1455,8526,903,573
Tunisia,50,15486458,178455,107310,11496,209,211,1263,283,548,308,780,608,853,344,1976,1313,1147,1909,1555,1152,7338,737,460
Tunisia,75,15486458,107287,51478,11496,167,150,708,217,414,220,609,462,657,258,1514,1018,776,1010,869,597,4429,405,282
Turkey,10,78070341,12908933,10869027,178368,24607,27312,18900,31090,21804,28009,27785,32048,30369,18527,25816,31065,27596,27412,33836,32868,43213,44691,48483
Turkey,15,78070341,11968296,10024933,178368,23527,26308,18198,29868,20915,26684,26349,30215,29086,17654,24772,30085,26776,26544,32898,31644,41570,43155,46994
Turkey,20,78070341,11557642,9840877,178368,23196,26017,17954,29376,20605,26225,25768,29339,28484,17255,24262,29560,25989,25703,31894,30454,40080,41759,45422
Turkey,25,78070341,10668298,9212032,178368,23051,25870,17849,29164,20487,26005,25503,29074,28274,17115,24067,28930,24010,23641,29622,27813,36737,38309,41894
Turkey,30,78070341,10060828,8957674,178368,22910,25722,17744,28978,20411,25885,25344,28891,28108,17008,23888,28467,22543,22005,27735,25633,33901,35668,39118
Turkey,50,78070341,8214010,6609534,178368,19425,21966,15013,24220,17624,21942,20472,23222,23655,14144,19677,23561,17883,17218,22327,19719,26064,27790,30165
Turkey,75,78070341,5909723,3842420,178368,14920,16861,11461,17080,12972,15963,13361,14569,15699,9447,13584,16707,11504,11032,14913,12412,16347,17938,18821
Uganda,10,24143953,18356915,17846132,68426,31401,12302,13684,20156,31644,30996,39203,40239,26104,35719,69013,32799,60270,70075,60197,75163,136114,101184,75953
Uganda,15,24143953,15964230,15678068,68426,31347,12222,13624,20037,31525,30889,39096,40119,26010,35681,68904,32415,58497,67725,59755,74663,134842,100239,74939
Uganda,20,24143953,10688793,10059530,68426,30728,11610,12892,19167,30493,29912,37991,38786,24849,35075,67502,30777,52599,60683,57068,71438,126489,93813,69297
Uganda,25,24143953,9974266,9406223,68426,30526,11456,12706,18944,30215,29622,37727,38403,24521,34901,67052,30438,51683,59573,56548,70766,124911,92635,68325
Uganda,30,24143953,7764959,6926895,68426,29659,10841,11980,18077,29172,28448,36627,36926,23293,34149,65067,29141,47750,54913,54021,67486,116902,86230,63268
Uganda,50,24143953,3270233,3064349,68426,25435,7896,9520,14281,24290,23272,31204,30570,18484,30198,54167,23295,32030,36110,37228,45787,69576,51145,38644
Uganda,75,24143953,848522,932097,68426,16683,3637,6112,8172,14250,12990,19004,18036,10645,20083,30321,13367,8811,9258,7963,10463,12063,9703,7336
Ukraine,10,60136110,13159052,13332738,353249,29211,27616,39384,50115,36954,42652,64868,55048,48824,52694,60844,56225,38367,47856,49759,109755,87745,75983,46062
Ukraine,15,60136110,12472018,12295286,353249,28975,27300,39156,49732,36736,42293,64488,53290,48556,52564,60571,55995,38200,47679,49534,108952,87224,75598,45798
Ukraine,20,60136110,12064555,12146549,353249,28909,27194,39057,49615,36639,42216,64382,53146,48432,52507,60471,55872,38110,47576,49392,108469,86916,75348,45655
Ukraine,25,60136110,11645831,11774213,353249,28862,27134,39007,49551,36597,42173,64320,53081,48376,52472,60417,55725,37954,47426,49214,107838,86506,74993,45461
Ukraine,30,60136110,11133285,11363523,353249,28826,27077,38955,49493,36558,42130,64266,53016,48322,52441,60356,55521,37712,47187,48914,106761,85861,74423,45144
Ukraine,50,60136110,9691026,9352623,353249,27439,25096,36816,46981,34802,40255,62190,50243,46012,51148,58671,53815,35668,44897,46236,98497,80352,69603,42364
Ukraine,75,60136110,6855107,5595725,353249,23023,19586,28391,36737,27529,32550,53880,41890,37802,43814,50042,45812,23763,31547,32267,63056,52034,43670,29054
United Arab Emirates,10,7120448,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,15,7120448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,20,7120448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,25,7120448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,30,7120448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,50,7120448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,75,7120448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,10,24388547,4504078,6466979,211148,23787,20358,1896,25239,9064,21650,31612,12674,38398,28744,22813,35979,29229,30916,24345,29302,23456,26633,28836
United Kingdom,15,24388547,4084078,5916134,211148,23553,20253,1887,25068,8984,21403,31450,12602,38116,28626,22740,35831,28978,30732,24240,29136,23318,26518,28698
United Kingdom,20,24388547,3954476,5745473,211148,23445,20208,1884,25007,8951,21298,31370,12572,38004,28581,22719,35798,28926,30686,24221,29106,23288,26499,28669
United Kingdom,25,24388547,3844598,5375522,211148,23354,20163,1881,24928,8922,21186,31299,12538,37867,28532,22690,35740,28765,30508,24078,28926,23141,26340,28487
United Kingdom,30,24388547,3695599,4983207,211148,23244,20112,1875,24847,8873,21053,31222,12505,37710,28469,22657,35669,28596,30372,23997,28808,23042,26251,28377
United Kingdom,50,24388547,2962329,3445113,211148,20858,18802,1738,23051,8213,18906,29619,11806,34897,27316,22089,34701,27124,29088,23144,27607,21945,25198,27134
United Kingdom,75,24388547,1519642,1772237,211148,13378,14316,1386,17670,6212,12981,24559,9534,28158,23391,19923,31227,21469,23065,18612,21803,16859,19918,20880
United States,10,947083425,314964849,302112491,13807332,1973281,2101489,1684367,2823291,2756923,2659958,2484973,2241632,1634714,2190012,1683629,2005823,1833352,1836704,2421903,2406715,2465292,2230649,2240217
United States,15,947083425,303021229,291756513,13807332,1968426,2088411,1676951,2804373,2741440,2645761,2474684,2236386,1630022,2186011,1679562,1997288,1808537,1812519,2381109,2369629,2425909,2198871,2204206
United States,20,947083425,293871020,283184895,13807332,1961843,2074939,1669270,2786687,2726187,2634271,2463411,2229774,1623224,2179681,1674709,1986126,1783575,1783557,2346840,2328083,2379298,2155186,2170168
United States,25,947083425,287035389,279798727,13807332,1953398,2058419,1662286,2772940,2715391,2625362,2453020,2223762,1618084,2174744,1669838,1975419,1759893,1759672,2322491,2296655,2344635,2121499,2142202
United States,30,947083425,279376628,271944319,13807332,1943319,2038436,1649384,2746257,2691544,2605856,2435128,2213723,1608981,2167662,1663692,1964094,1736445,1736527,2289649,2264067,2311358,2092359,2109918
United States,50,947083425,244567020,227548440,13807332,1856943,1870736,1544225,2458621,2434773,2416774,2307144,2136147,1521998,2008152,1611291,1888194,1571411,1607381,1957748,2058805,2099064,1911150,1850817
United States,75,947083425,198290234,179951680,13807332,1666270,1621690,1341054,1997023,1934135,2000229,2034874,1960757,1382963,1768439,1501805,1752074,1341924,1426387,1468890,1746267,1839597,1658875,1490653
Uruguay,10,17746574,1875647,2537893,498519,7701,6919,10669,15252,16017,21163,21684,23756,19407,17872,28211,31991,20042,26786,18421,25305,23690,21350,15740
Uruguay,15,17746574,1832830,2478755,498519,7686,6908,10655,15218,15993,21133,21643,23724,19376,17863,28171,31892,19822,26479,18188,24865,23200,20858,15420
Uruguay,20,17746574,1776834,2358427,498519,7670,6893,10640,15185,15966,21095,21596,23674,19343,17850,28099,31665,19592,26152,17928,24336,22613,20311,15049
Uruguay,25,17746574,1744685,2252033,498519,7662,6885,10630,15170,15953,21070,21578,23654,19329,17843,28058,31529,19436,25904,17743,24029,22284,19987,14819
Uruguay,30,17746574,1697322,2119109,498519,7647,6870,10612,15126,15919,21029,21530,23597,19280,17826,28001,31388,19263,25643,17548,23688,21859,19528,14519
Uruguay,50,17746574,1387983,1604415,498519,7346,6609,10215,14402,15264,20141,20635,22673,18543,17554,26983,30234,17706,23362,15929,20650,18839,16254,12032
Uruguay,75,17746574,852003,1106522,498519,6544,5982,9076,12552,13117,16278,17077,18372,15352,15502,20713,23422,12051,15142,10563,11915,11411,8797,5751
Uzbekistan,10,44755388,256005,124592,521,316,281,57,61,25,61,48,48,110,39,36,65,39,91,0,0,3,1,19
Uzbekistan,15,44755388,175829,98927,521,304,274,56,56,23,58,46,46,103,37,35,62,33,86,0,0,2,1,18
Uzbekistan,20,44755388,155917,95185,521,300,269,54,50,22,56,44,44,99,34,34,59,30,85,0,0,2,1,18
Uzbekistan,25,44755388,122797,79314,521,296,267,53,49,21,54,44,44,97,32,33,56,26,83,0,0,2,1,18
Uzbekistan,30,44755388,106176,74271,521,295,265,53,49,21,53,43,44,96,32,33,55,25,83,0,0,2,0,18
Uzbekistan,50,44755388,51378,37573,521,228,195,41,37,17,35,32,34,75,22,26,40,15,63,0,0,1,0,13
Uzbekistan,75,44755388,20471,19414,521,125,110,26,19,9,13,19,18,43,12,16,23,8,36,0,0,1,0,2
Vanuatu,10,1231886,1186145,1157354,1366,125,108,532,379,256,220,112,195,1099,308,612,200,1125,643,3485,1343,437,1032,254
Vanuatu,15,1231886,1185245,1156299,1366,125,108,532,379,256,219,112,194,1099,308,612,200,1123,642,3485,1343,437,1032,253
Vanuatu,20,1231886,1183242,1153906,1366,124,108,531,378,255,219,112,194,1097,308,610,199,1116,638,3480,1341,437,1032,252
Vanuatu,25,1231886,1182458,1151181,1366,124,108,530,378,255,219,112,194,1097,308,609,199,1115,637,3480,1341,436,1031,252
Vanuatu,30,1231886,1181152,1148003,1366,124,108,529,378,254,219,112,194,1096,308,607,198,1111,634,3476,1341,436,1031,252
Vanuatu,50,1231886,1161474,1101226,1366,122,107,524,374,249,217,111,192,1092,305,596,186,1011,585,3380,1265,423,1024,238
Vanuatu,75,1231886,1098453,1031567,1366,116,101,496,348,223,200,104,178,1071,281,568,162,779,464,3015,975,381,997,186
Venezuela,10,91249225,58856143,59777559,191092,126844,92822,88894,93186,97068,87700,116916,123451,145781,102426,75766,108567,67766,106389,64071,212543,172913,115466,143692
Venezuela,15,91249225,58220338,59148304,191092,126168,92264,88502,92646,96542,87178,116302,122783,145015,102157,75470,107983,66974,105005,63383,210983,170791,114454,142891
Venezuela,20,91249225,57548171,58696618,191092,125384,91601,88073,92067,95987,86604,115622,122019,144144,101864,75115,107302,66105,103552,62685,209560,169246,113599,142186
Venezuela,25,91249225,57118791,58122312,191092,124694,91097,87737,91635,95558,86125,115080,121401,143410,101640,74854,106782,65541,102621,62241,208804,168405,113088,141760
Venezuela,30,91249225,56533525,57273646,191092,123881,90372,87229,90987,94967,85491,114347,120575,142406,101286,74441,105963,64520,100975,61436,207336,166982,112107,140807
Venezuela,50,91249225,53746319,52375846,191092,114559,82952,81191,83898,87693,77758,106062,110183,129950,96108,69800,98318,59069,92064,56896,199541,158785,106772,135699
Venezuela,75,91249225,49368335,47243072,191092,92579,62842,67005,64724,68449,59667,84742,82008,96922,81799,56723,79272,48981,74955,47864,182151,137650,93807,124680
Vietnam,10,32927600,18146202,18152022,563928,48843,51723,44199,75869,104634,80481,81711,111153,139917,177689,134304,188419,144234,237988,237391,383519,315376,249006,240478
Vietnam,15,32927600,17537115,17399124,563928,48448,51113,43845,75256,103790,79941,81279,110158,139143,176479,133162,186171,140737,231728,231389,373921,306373,241382,232840
Vietnam,20,32927600,17239528,17159404,563928,48047,50578,43539,74702,103243,79501,80874,109531,138652,175742,132398,184458,137723,226783,226929,367431,300130,236360,227897
Vietnam,25,32927600,16985703,16798919,563928,47740,50133,43273,74266,102749,79153,80573,108905,138175,175022,131685,183077,135680,223317,223826,362718,295654,232559,224151
Vietnam,30,32927600,16551332,16371754,563928,47433,49625,43008,73881,102211,78777,80225,108286,137716,174256,130786,181242,132423,217342,217883,353446,286940,225155,216779
Vietnam,50,32927600,14759930,14227390,563928,44363,45013,40011,69228,96097,74372,76520,101946,132692,166166,124749,170261,115552,188482,190410,311456,249049,193789,185450
Vietnam,75,32927600,10679167,9613080,563928,34009,30938,28790,53181,72716,56365,59078,79245,108695,133490,103112,139870,69101,111526,113927,193630,149456,112658,106623
"Virgin Islands, U.S.",10,36214,20387,19405,399,123,21,40,33,20,75,25,40,87,22,50,27,28,22,0,9,1130,46,21
"Virgin Islands, U.S.",15,36214,19885,19349,399,123,21,40,33,20,74,25,40,87,22,50,27,28,22,0,9,1129,46,21
"Virgin Islands, U.S.",20,36214,19622,19158,399,123,21,40,33,20,74,25,40,87,22,50,27,28,22,0,9,1128,46,21
"Virgin Islands, U.S.",25,36214,19354,19008,399,123,21,40,33,20,74,25,40,87,22,50,27,27,22,0,9,1128,46,20
"Virgin Islands, U.S.",30,36214,18998,18647,399,123,21,40,33,20,74,25,40,86,21,50,27,27,21,0,9,1126,45,20
"Virgin Islands, U.S.",50,36214,17846,16940,399,120,20,39,33,19,72,25,39,84,21,49,26,27,21,0,9,1122,44,17
"Virgin Islands, U.S.",75,36214,15810,14163,399,109,18,35,31,16,65,22,34,73,19,44,24,25,19,0,8,1098,39,14
Yemen,10,45220898,6779,12094,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yemen,15,45220898,3115,5767,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,20,45220898,420,537,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,25,45220898,258,248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,30,45220898,126,147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,50,45220898,10,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,75,45220898,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,10,75049202,61078528,62155435,18076,41974,65345,68760,55178,114043,78971,89353,136854,199233,237737,84034,165419,153212,226713,165358,259825,366265,305600,257801
Zambia,15,75049202,50976677,49926264,18076,39794,63127,63342,49853,105961,73249,84106,124462,183448,225097,81652,161683,145451,215597,158227,249739,342598,287663,246071
Zambia,20,75049202,34043830,32306665,18076,34510,54815,51345,37062,78720,53501,66965,91388,145632,196918,70911,147270,116277,165604,123209,196797,246217,210745,183171
Zambia,25,75049202,31566370,30448898,18076,33772,53420,49595,35466,74717,51037,64320,86401,139964,192531,68988,144222,109980,155159,115775,185487,227814,196035,170498
Zambia,30,75049202,24050819,22436285,18076,30124,46240,41955,28488,57518,40501,53654,66180,117827,173984,60076,129519,84832,115221,87591,141637,162681,143944,124641
Zambia,50,75049202,9185040,7213700,18076,19807,22499,21796,14157,23006,19319,23955,22816,61413,91865,33412,66560,32770,38139,33569,55185,56191,50625,45404
Zambia,75,75049202,42886,18272,18076,3280,994,2135,517,961,786,1361,1152,1572,4326,2173,3054,247,217,216,389,486,573,516
Zimbabwe,10,39068111,18375342,19007013,48568,19143,23929,21858,30127,37125,33602,43880,23524,67084,26979,18933,35176,22095,22732,25082,23361,60035,19584,24859
Zimbabwe,15,39068111,8876163,9624724,48568,16210,19542,17922,23800,30859,27691,31883,17496,52217,20844,16596,29865,17875,18562,21403,20284,50153,15856,21477
Zimbabwe,20,39068111,2937862,2262203,48568,11374,11916,10470,12809,18097,18866,15303,8898,29466,10794,11764,19029,12257,12798,15524,14490,34183,9621,15116
Zimbabwe,25,39068111,2410471,1925601,48568,10706,10995,9665,11745,16514,17924,13655,8017,26770,9621,11110,17698,11473,11900,14590,13495,31723,8710,14105
Zimbabwe,30,39068111,1414326,1061510,48568,8206,8016,7312,8422,11749,14883,9300,5435,19402,6635,9039,13803,9632,9645,12262,10955,25978,6557,11553
Zimbabwe,50,39068111,293242,270037,48568,4221,3638,4204,4390,4985,9862,4246,1988,8681,2356,5420,7036,5974,5268,7866,6099,15848,3157,6765
Zimbabwe,75,39068111,79971,25493,48568,991,858,1109,1484,1654,3798,1786,857,4148,955,2438,3608,2753,2377,3842,2480,5603,1219,2302
