country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019
Chad,75,113126705,54,67,76,9,18,1,1,1,7,3,2,4,0,0,1,0,0,0,0,0,0,0
Chile,10,75735292,20639726,21786623,1460994,72821,78245,83075,85947,107264,92122,121900,123303,88704,91683,99691,175760,105133,123553,110003,119003,228656,81463,84126
Chile,15,75735292,20339358,21594606,1460994,72797,78207,83017,85882,107154,92066,121839,123241,88670,91637,99611,175541,104317,122324,108856,117489,224452,80150,82527
Chile,20,75735292,19949634,21312121,1460994,72757,78151,82939,85812,107052,92004,121753,123164,88624,91585,99516,175259,103470,121073,107731,116051,220783,78820,80979
Chile,25,75735292,19588691,21104655,1460994,72739,78124,82906,85778,107007,91973,121711,123122,88597,91543,99418,175003,102951,120244,107017,115074,217519,77986,79957
Chile,30,75735292,19287066,20796593,1460994,72711,78081,82844,85729,106926,91923,121652,123068,88567,91496,99350,174810,102243,119335,106107,113904,214837,76898,78735
Chile,50,75735292,17815815,18908635,1460994,72363,77536,82102,84959,105565,91058,120431,121975,87809,90648,97345,171430,96126,110299,97719,103249,188435,67679,68244
Chile,75,75735292,14205542,16662169,1460994,71403,76174,80506,82930,102374,88041,115611,117450,85025,87779,90367,159396,86871,97332,86161,89666,152033,56432,54286
China,10,938223516,189024238,183196857,2239055,234158,253534,267131,511364,389748,587900,664336,747403,611021,639424,611651,627633,485120,583249,541327,807606,742764,659974,580838
China,15,938223516,179451093,170771834,2239055,232716,252011,265219,507957,387658,583455,660522,744291,607223,635382,607277,620225,471583,568081,526348,780814,712439,632098,554125
China,20,938223516,175556838,167926506,2239055,231949,251225,264382,506464,386514,581343,658343,742452,604978,633160,604836,616323,463975,558576,517262,764837,695368,616351,539493
China,25,938223516,170173883,161750392,2239055,230989,250071,262928,503736,384808,577892,655147,739841,601787,630028,601401,610954,454289,547281,506286,745889,674581,597357,522161
China,30,938223516,162748596,154440711,2239055,230289,249151,261761,501544,383590,575233,652979,738031,599603,627826,598587,605004,441326,531643,490445,718689,644239,569453,496972
China,50,938223516,131375325,110137157,2239055,216677,231136,240819,461635,359075,525806,613984,702066,561641,589924,562960,555366,377443,449510,411620,589258,510993,445815,384637
China,75,938223516,61897564,38685767,2239055,154126,153449,131419,275524,235734,332117,432341,512121,385039,418658,401452,381896,201735,227807,206584,287449,232097,192878,159306
Colombia,10,113675875,84502416,84335070,552792,231665,183204,123497,255440,189902,191216,270784,233180,239549,198105,190754,229766,140908,205807,143343,296316,433174,358471,273884
Colombia,15,113675875,83641614,83656415,552792,231372,183012,123297,255151,189682,190979,270466,232908,239225,197913,190573,229329,140380,204789,142710,294847,430809,356782,272382
Colombia,20,113675875,82924172,83244778,552792,230933,182745,123010,254690,189367,190639,269983,232547,238760,197623,190326,228785,139885,203860,142069,293473,428661,355253,270979
Colombia,25,113675875,82469864,82582393,552792,230540,182540,122744,254342,189110,190359,269603,232256,238405,197408,190135,228343,139465,203122,141594,292527,427185,354172,269993
Colombia,30,113675875,81801036,81738198,552792,230055,182229,122417,253840,188744,189964,269029,231849,237891,197067,189829,227707,138898,202028,140856,290956,424870,352434,268410
Colombia,50,113675875,78314737,76872920,552792,223766,178715,118341,248254,184467,185201,262621,227052,231807,193577,186570,222002,135459,195806,136900,282988,412491,343634,260227
Colombia,75,113675875,72189320,71460753,552792,202360,166302,103974,227760,169428,169194,241351,209708,211862,182419,175972,204965,127176,181061,126191,260981,379197,321329,240055
Costa Rica,10,5117667,4105281,4026865,38152,15579,13410,8318,9883,16798,10134,11537,22100,22623,13241,10581,10465,7985,11344,3371,14113,22473,12733,11901
Costa Rica,15,5117667,4046804,3972186,38152,15557,13387,8306,9864,16755,10119,11520,22060,22593,13224,10564,10445,7928,11234,3354,14013,22358,12600,11764
Costa Rica,20,5117667,3994047,3953147,38152,15523,13355,8291,9834,16695,10100,11498,22001,22552,13201,10543,10417,7863,11110,3333,13914,22246,12498,11645
Costa Rica,25,5117667,3960009,3919037,38152,15498,13329,8280,9807,16641,10082,11478,21953,22520,13180,10525,10399,7831,11037,3318,13868,22179,12430,11581
Costa Rica,30,5117667,3913049,3869963,38152,15462,13289,8261,9767,16563,10059,11448,21875,22465,13145,10496,10367,7786,10934,3300,13791,22096,12338,11486
Costa Rica,50,5117667,3684714,3545540,38152,14831,12688,8058,9167,15552,9734,11068,20917,21792,12801,10158,10067,7496,10404,3168,13380,21615,11862,10952
Costa Rica,75,5117667,3118550,3101531,38152,12748,10754,7314,7646,12788,8608,9774,17938,19480,11569,9088,8985,6423,8822,2635,11893,19878,10238,9409
Croatia,10,5707840,2691396,2546034,26470,3548,2496,1912,7177,2821,2303,3421,4095,3053,3573,3078,5182,3132,4651,2883,5623,6394,8664,6143
Croatia,15,5707840,2613402,2455043,26470,3477,2428,1815,6907,2781,2252,3325,3996,2972,3542,2984,5115,3095,4629,2842,5563,6251,8559,6100
Croatia,20,5707840,2570373,2433426,26470,3435,2377,1774,6806,2766,2234,3295,3948,2939,3526,2950,5083,3075,4616,2799,5519,6162,8496,6079
Croatia,25,5707840,2517745,2390793,26470,3402,2352,1750,6751,2757,2213,3258,3909,2916,3507,2933,5054,3048,4596,2759,5469,6058,8424,6046
Croatia,30,5707840,2431308,2348220,26470,3378,2340,1739,6727,2747,2204,3237,3891,2903,3499,2919,5004,2998,4559,2669,5373,5847,8285,5978
Croatia,50,5707840,2228570,2110189,26470,3064,2088,1514,5927,2626,2053,2966,3522,2664,3366,2616,4756,2871,4442,2475,5121,5315,7901,5785
Croatia,75,5707840,1888964,1596726,26470,2634,1741,1332,5181,2465,1841,2572,3048,2321,3144,2378,4334,2671,4129,2149,4655,4712,7169,5289
Cuba,10,11073122,4401513,4578832,227170,19559,15290,6760,22541,13021,12470,8007,17427,16539,8728,16670,10540,6387,6307,7166,74962,80156,16058,8065
Cuba,15,11073122,4277159,4537780,227170,19425,15229,6712,22410,12972,12429,7975,17344,16473,8698,16588,10492,6304,6186,7047,74688,78465,15661,7892
Cuba,20,11073122,4188617,4461418,227170,19204,15157,6652,22271,12927,12386,7939,17243,16402,8668,16500,10439,6228,6081,6950,74471,77537,15360,7746
Cuba,25,11073122,4115596,4369788,227170,19094,15106,6610,22139,12888,12353,7912,17180,16344,8643,16422,10404,6175,6006,6875,74325,77257,15188,7653
Cuba,30,11073122,4014607,4239756,227170,18943,15036,6557,21974,12834,12305,7874,17084,16260,8608,16313,10345,6072,5861,6726,74053,76814,14955,7464
Cuba,50,11073122,3617394,3585000,227170,16883,14150,5941,20006,12126,11633,7407,15907,15171,8131,15120,9839,5611,5248,6090,72894,75012,13876,6661
Cuba,75,11073122,2878344,2551462,227170,12503,12029,4521,14925,10089,9732,6253,13284,12119,6601,11886,8458,4244,3680,4615,69634,65822,11155,4723
Czech Republic,10,7883559,3243981,3430506,133652,3477,6798,3943,13507,25631,8635,21388,16929,13558,15494,21911,14067,7750,14110,8116,22987,26728,39451,73788
Czech Republic,15,7883559,3183878,3327810,133652,3471,6783,3936,13481,25604,8623,21363,16905,13540,15470,21887,14043,7722,14055,8095,22932,26660,39377,73645
Czech Republic,20,7883559,3154584,3311630,133652,3467,6777,3932,13470,25586,8616,21347,16891,13526,15456,21871,14029,7708,14027,8083,22902,26625,39331,73547
Czech Republic,25,7883559,3124911,3271176,133652,3463,6770,3929,13460,25572,8611,21336,16881,13520,15450,21863,14019,7693,13997,8072,22871,26587,39284,73452
Czech Republic,30,7883559,3080384,3225755,133652,3460,6766,3925,13454,25560,8607,21325,16873,13514,15442,21853,14006,7659,13940,8047,22808,26512,39206,73295
Czech Republic,50,7883559,2879777,2943029,133652,3382,6616,3840,13200,25245,8491,21023,16599,13318,15204,21578,13796,7435,13509,7850,22330,25938,38518,71963
Czech Republic,75,7883559,2234787,2195866,133652,2922,5639,3322,11478,21977,7547,18675,14465,11735,13355,19012,12145,5913,10756,6375,18730,21775,33119,61701
Côte d'Ivoire,10,32165794,30924773,30381943,229768,145211,177066,104455,70813,104545,136028,128810,183456,128510,127562,161016,111601,249585,426865,207530,298380,527274,463621,368038
Côte d'Ivoire,15,32165794,27248335,26877940,229768,141129,170673,102069,65956,97894,125758,122051,168653,124467,115888,151587,108734,241154,420871,202586,292129,513932,447798,351992
Côte d'Ivoire,20,32165794,18910350,19291751,229768,129972,154598,92051,54849,78831,107951,103592,140330,114163,101384,133536,102177,205699,388253,176590,258841,433462,380665,290756
Côte d'Ivoire,25,32165794,17992977,18384534,229768,128225,152226,90776,52986,75456,105373,100812,137212,112856,98980,131284,100966,199439,381059,171866,252082,418332,369414,280737
Côte d'Ivoire,30,32165794,14872640,13953284,229768,122711,144560,86282,48048,65321,97781,90865,127555,108876,92492,124683,96129,175759,346793,152432,221100,357273,324740,242171
Côte d'Ivoire,50,32165794,6357505,5162169,229768,94921,111569,64599,34582,38279,69245,61084,87928,84306,69137,96297,74344,106061,187644,86549,107505,163631,163106,108273
Côte d'Ivoire,75,32165794,511083,321074,229768,17555,20976,8465,6177,2838,9535,8791,9873,10492,12036,16292,12204,3879,12484,5270,6998,5783,10442,4041
Democratic Republic of the Congo,10,232912781,227775241,227510011,1392761,464103,525608,284621,409159,498991,463024,478450,414474,655453,841000,438897,648567,952203,1380483,951563,1412342,1499303,1395752,1235986
Democratic Republic of the Congo,15,232912781,226176359,225180361,1392761,463780,524952,284145,408512,498086,462337,477435,413762,653648,839382,438323,647421,950111,1377636,950634,1410729,1497749,1394619,1235247
Democratic Republic of the Congo,20,232912781,214447160,213846929,1392761,460299,520427,280292,405033,492771,458257,471198,410140,645247,826727,434833,640308,937020,1360639,941503,1397254,1485430,1386451,1229486
Democratic Republic of the Congo,25,232912781,211355457,210821842,1392761,459441,519270,279262,404068,491329,457239,469639,409139,643201,823528,433820,638448,933753,1356169,938631,1393878,1482088,1384109,1227789
Democratic Republic of the Congo,30,232912781,199281687,198452936,1392761,455517,514477,274740,400044,485293,453171,462903,404831,635215,810712,429540,631000,920604,1337961,928116,1381278,1467957,1373807,1220177
Democratic Republic of the Congo,50,232912781,164388383,159424995,1392761,434259,481141,245923,375117,450441,430001,425810,374827,589052,747463,399874,573649,863637,1255968,878803,1315928,1380535,1291774,1158819
Democratic Republic of the Congo,75,232912781,119056147,115030111,1392761,341427,368860,167708,286379,354227,346203,329679,289116,469118,571054,297689,422051,681856,914391,661486,997446,995743,948106,890103
Denmark,10,4314472,762417,883102,32206,4395,1221,1598,2436,9089,5238,4406,6088,6684,4449,3141,4486,2053,5417,2648,4779,4506,3294,9483
Denmark,15,4314472,718498,797253,32206,4366,1212,1588,2425,9071,5228,4395,6077,6668,4440,3138,4473,2042,5389,2629,4741,4458,3254,9388
Denmark,20,4314472,703291,790166,32206,4350,1208,1585,2420,9061,5222,4389,6070,6659,4435,3136,4464,2035,5375,2618,4722,4434,3233,9338
Denmark,25,4314472,689182,752919,32206,4339,1207,1582,2417,9056,5217,4385,6065,6653,4431,3134,4459,2028,5359,2607,4699,4409,3209,9279
Denmark,30,4314472,663204,720290,32206,4329,1204,1580,2414,9049,5214,4381,6061,6646,4428,3132,4452,2015,5321,2583,4656,4360,3162,9180
Denmark,50,4314472,561143,543971,32206,4076,1138,1490,2321,8900,5106,4279,5942,6498,4360,3102,4360,1930,5102,2437,4391,4060,2929,8516
Denmark,75,4314472,310526,259706,32206,3334,907,1137,1851,7831,4441,3680,5234,5648,3881,2874,3838,1344,3626,1648,2979,2690,1912,5405
Djibouti,10,2186336,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,15,2186336,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,20,2186336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,25,2186336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,30,2186336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,50,2186336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,75,2186336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,10,4809195,2863286,2652854,39307,11415,10618,10903,19674,25361,13702,16323,21880,14178,14289,13195,18207,13814,14485,15821,25889,28464,14937,16067
Dominican Republic,15,4809195,2771297,2601905,39307,11372,10573,10850,19603,25288,13624,16246,21811,14123,14238,13149,18132,13478,14230,15593,25578,27989,14639,15697
Dominican Republic,20,4809195,2696044,2572857,39307,11330,10525,10805,19534,25227,13557,16186,21752,14077,14194,13096,18062,13199,14029,15407,25324,27625,14388,15409
Dominican Republic,25,4809195,2642530,2517134,39307,11291,10483,10767,19468,25172,13503,16135,21697,14036,14157,13032,17994,12983,13875,15270,25145,27395,14222,15226
Dominican Republic,30,4809195,2576426,2454727,39307,11247,10436,10714,19388,25088,13414,16059,21612,13967,14103,12960,17906,12703,13678,15091,24907,27063,13970,14931
Dominican Republic,50,4809195,2236242,2040970,39307,10504,9644,9991,18251,24023,12294,14971,20372,13004,13205,12139,17001,11205,12501,13925,23419,25283,12605,13598
Dominican Republic,75,4809195,1774345,1533790,39307,8474,7728,8309,15445,21055,10068,12658,17311,10832,11031,10084,14463,8236,9921,11452,20234,21471,9939,10761
Ecuador,10,25611546,19768488,20118044,101642,45215,29905,13920,37504,40615,35754,60961,52068,57912,33895,43756,74729,49705,31727,30523,44751,71899,39100,36012
Ecuador,15,25611546,19536119,19879085,101642,45178,29883,13902,37459,40565,35718,60877,52031,57847,33871,43727,74597,49358,31499,30392,44537,71667,38973,35889
Ecuador,20,25611546,19339750,19733312,101642,45110,29844,13878,37373,40499,35657,60757,51976,57761,33827,43683,74437,49008,31291,30280,44352,71462,38867,35799
Ecuador,25,25611546,19195968,19479410,101642,45063,29816,13857,37312,40449,35619,60667,51938,57697,33804,43657,74327,48736,31126,30199,44224,71315,38807,35734
Ecuador,30,25611546,19027559,19227280,101642,45001,29779,13836,37230,40372,35554,60540,51881,57599,33767,43620,74170,48382,30904,30078,44043,71108,38709,35646
Ecuador,50,25611546,17913830,17337122,101642,44047,29190,13442,36025,39234,34740,58697,51040,56303,33258,43149,72560,46055,29503,29220,42558,69539,37847,34911
Ecuador,75,25611546,15841950,15549178,101642,40984,27337,12521,32381,35623,31989,52425,47576,51880,31450,41390,67701,40604,26084,27113,39128,65573,35658,32936
Egypt,10,98376439,952015,1091853,4973,218,112,151,256,139,97,175,171,119,199,196,677,279,297,104,153,212,155,58
Egypt,15,98376439,898311,997007,4973,203,98,130,223,117,84,156,156,112,183,176,653,259,278,96,143,199,151,54
Egypt,20,98376439,452595,314588,4973,170,66,83,145,74,54,105,107,76,130,129,555,169,195,57,75,111,113,36
Egypt,25,98376439,387158,195090,4973,165,63,78,136,69,50,100,100,72,124,124,535,153,180,51,63,98,105,32
Egypt,30,98376439,154304,143312,4973,148,49,61,101,53,38,78,81,60,98,103,439,97,115,32,37,58,63,21
Egypt,50,98376439,14628,21392,4973,96,25,38,42,28,19,42,52,35,48,57,220,6,9,4,7,8,9,5
Egypt,75,98376439,624,2292,4973,22,3,8,5,6,2,8,14,9,6,9,40,0,0,0,0,0,0,0
El Salvador,10,2042273,1127099,1003535,8599,9672,4772,6097,4643,5983,4700,3035,3379,4351,2922,3296,2599,2211,2508,2545,5937,4982,2821,2371
El Salvador,15,2042273,1092797,994258,8599,9628,4747,6075,4622,5959,4682,3024,3366,4335,2911,3283,2586,2177,2468,2509,5889,4929,2790,2341
El Salvador,20,2042273,1052471,981802,8599,9575,4714,6036,4597,5930,4651,3009,3351,4315,2897,3267,2567,2128,2410,2463,5832,4859,2755,2303
El Salvador,25,2042273,1024833,947741,8599,9541,4691,6010,4576,5906,4627,2998,3339,4301,2887,3257,2555,2099,2375,2433,5796,4816,2734,2280
El Salvador,30,2042273,988823,921958,8599,9499,4667,5984,4555,5881,4604,2984,3325,4284,2873,3242,2536,2053,2320,2389,5744,4746,2704,2249
El Salvador,50,2042273,801729,758047,8599,8601,4137,5322,4088,5344,4007,2682,3022,3904,2608,3009,2313,1718,1877,2052,5233,4165,2425,1986
El Salvador,75,2042273,470781,547683,8599,4004,2480,2697,2576,3048,2353,1752,1839,2397,1623,1973,1500,945,933,1232,4081,2837,1746,1385
Equatorial Guinea,10,2695935,2667095,2658581,5559,3599,2994,1974,426,1617,1271,3209,4875,5722,6653,7767,4991,7355,19362,7510,9590,12000,7884,9575
Equatorial Guinea,15,2695935,2664657,2652282,5559,3598,2993,1974,426,1616,1270,3203,4867,5719,6647,7755,4986,7349,19343,7505,9584,11990,7876,9567
Equatorial Guinea,20,2695935,2659671,2641685,5559,3593,2991,1969,424,1613,1264,3178,4850,5707,6623,7737,4971,7323,19285,7490,9567,11966,7854,9549
Equatorial Guinea,25,2695935,2658360,2638384,5559,3591,2991,1969,424,1612,1262,3169,4844,5703,6616,7730,4967,7316,19272,7485,9562,11959,7847,9545
Equatorial Guinea,30,2695935,2654595,2630328,5559,3585,2986,1961,421,1609,1256,3142,4822,5685,6593,7706,4953,7290,19211,7469,9545,11938,7823,9526
Equatorial Guinea,50,2695935,2633384,2572528,5559,3543,2958,1925,406,1589,1215,2985,4686,5584,6417,7515,4848,7171,18855,7345,9425,11791,7685,9375
Equatorial Guinea,75,2695935,2447617,2056849,5559,3188,2631,1696,314,1326,979,2230,3706,4619,5019,6170,3940,5902,15249,6202,7856,9794,6315,7526
Eritrea,10,12045733,1421,6208,6,4,2,0,1,0,0,3,1,1,0,1,4,0,0,0,0,1,0,0
Eritrea,15,12045733,445,1615,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,20,12045733,28,154,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,25,12045733,11,60,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,30,12045733,5,43,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,50,12045733,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,75,12045733,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,10,4548974,2780314,2906507,89431,16898,21938,5638,18125,14844,21791,16207,18314,18846,21515,27213,17701,17194,23705,25530,36590,39154,40317,46206
Estonia,15,4548974,2722508,2829534,89431,16889,21929,5636,18118,14832,21766,16197,18307,18834,21506,27206,17696,17155,23657,25490,36498,39044,40215,46107
Estonia,20,4548974,2695262,2811923,89431,16883,21925,5634,18113,14826,21750,16194,18303,18829,21501,27203,17693,17134,23636,25469,36448,38986,40162,46055
Estonia,25,4548974,2670726,2775188,89431,16880,21922,5633,18110,14823,21743,16191,18299,18826,21498,27201,17690,17114,23611,25448,36400,38929,40105,45996
Estonia,30,4548974,2639429,2725544,89431,16872,21918,5633,18106,14818,21732,16189,18297,18823,21496,27199,17685,17089,23577,25420,36335,38857,40038,45917
Estonia,50,4548974,2465465,2503972,89431,16743,21809,5610,18016,14733,21504,16110,18224,18699,21418,27136,17632,16881,23271,25130,35752,38258,39436,45248
Estonia,75,4548974,1956968,1913645,89431,15465,19978,5299,16976,13699,19789,15220,17353,17554,20456,26003,17025,15321,21076,22828,31998,34288,35190,40516
Ethiopia,10,112951807,31135078,35761341,62534,14426,17273,16901,17316,20833,14873,31739,31231,34559,25569,18997,49061,45446,49479,16841,33111,49511,27663,34963
Ethiopia,15,112951807,25291732,28550737,62534,14066,16589,16478,16612,20055,14519,30798,30382,33968,25059,18576,48047,42980,46316,15505,30888,46739,25829,32932
Ethiopia,20,112951807,16513114,17745064,62534,13002,14597,15070,14719,17706,13267,27713,27122,31572,22572,16983,44503,36037,38525,12433,24453,39946,21522,28444
Ethiopia,25,112951807,15478476,16674697,62534,12798,14290,14809,14456,17331,13041,27247,26440,31108,22052,16632,43951,35020,37392,11921,23269,39065,20971,27881
Ethiopia,30,112951807,12040336,12361078,62534,11947,13074,13936,13396,15869,12076,25609,24009,29279,20184,15463,41632,30851,32725,10276,19582,35404,18894,25582
Ethiopia,50,112951807,5425720,5926136,62534,8206,7777,10482,9095,9447,7899,18897,14045,18015,12801,10449,27749,17317,17522,5624,9429,22277,11357,17931
Ethiopia,75,112951807,2039862,1695051,62534,3679,3183,5158,3618,3364,3827,10041,6529,7412,6350,5203,10753,7448,6590,1976,3814,9764,4974,9528
Fiji,10,1808231,1650545,1501367,11438,1104,707,1578,2085,1670,1877,2151,2394,1795,2352,554,1260,2806,3904,1926,8744,3310,1421,1517
Fiji,15,1808231,1644652,1495752,11438,1104,706,1577,2084,1670,1877,2151,2394,1794,2352,554,1259,2800,3894,1918,8715,3300,1417,1516
Fiji,20,1808231,1595097,1461614,11438,1100,704,1574,2082,1667,1876,2150,2390,1792,2349,554,1238,2748,3779,1866,8507,3183,1394,1484
Fiji,25,1808231,1576604,1441160,11438,1099,704,1573,2081,1666,1875,2149,2389,1792,2348,553,1231,2728,3748,1857,8456,3153,1385,1473
Fiji,30,1808231,1556559,1418744,11438,1098,703,1572,2080,1666,1874,2148,2387,1791,2347,553,1220,2699,3689,1838,8373,3092,1367,1456
Fiji,50,1808231,1395342,1291536,11438,1079,696,1558,2058,1649,1859,2127,2355,1772,2325,543,1130,2532,3253,1702,7845,2687,1230,1320
Fiji,75,1808231,1215701,1129306,11438,980,639,1414,1866,1529,1744,1965,2102,1623,2143,473,921,2200,2425,1450,6746,2238,1003,1080
Finland,10,33693918,22796067,24482390,1084548,151452,142843,89982,147000,230991,182805,152263,200717,176922,167897,159751,160727,149542,187811,173640,242338,339759,272442,292223
Finland,15,33693918,22256214,23784174,1084548,151213,142657,89857,146828,230694,182581,152094,200443,176640,167703,159554,160518,149147,187297,173224,241491,338347,271333,291192
Finland,20,33693918,22134170,23652482,1084548,151112,142533,89779,146716,230519,182443,152008,200328,176501,167613,159467,160462,149046,187145,173097,241259,337888,271027,290897
Finland,25,33693918,21939051,23314681,1084548,151072,142499,89749,146674,230445,182385,151971,200261,176424,167566,159422,160404,148892,186937,172910,240912,337256,270521,290456
Finland,30,33693918,21627652,22817319,1084548,151003,142432,89697,146602,230334,182295,151915,200192,176320,167507,159355,160310,148661,186629,172639,240428,336199,269955,289910
Finland,50,33693918,18308144,19670293,1084548,149079,140349,88244,144132,226725,179241,150142,197949,173232,165944,157723,158421,144301,180767,167547,230799,322524,259746,279589
Finland,75,33693918,10425929,12261869,1084548,133239,123983,78208,129989,205904,162032,139811,183683,155257,154910,145799,145008,105564,129164,120913,158704,222935,182495,193871
France,10,54951498,18354637,18292384,506160,35085,34514,27052,77581,47258,55973,49925,87907,67809,144072,64615,68039,31418,45750,38635,63947,73090,71966,84051
France,15,54951498,17831168,17605333,506160,34772,34220,26773,76884,46877,55559,49609,87485,67502,143722,64388,67771,31176,45429,38320,63168,72182,71279,83356
France,20,54951498,17581726,17472315,506160,34622,34084,26637,76585,46692,55358,49456,87255,67312,143523,64272,67627,30961,45146,38031,62598,71484,70716,82789
France,25,54951498,17254573,17191747,506160,34514,33980,26505,76342,46538,55176,49340,87079,67158,143379,64160,67480,30725,44830,37744,61823,70584,70105,82178
France,30,54951498,16783020,16838139,506160,34421,33888,26393,76134,46391,55049,49246,86955,67054,143265,64074,67303,30352,44359,37293,60768,69249,69201,81304
France,50,54951498,15270417,14862863,506160,32048,31569,23979,71059,43584,52109,47068,84070,64544,140179,62469,65152,28221,41367,34553,55263,62873,63994,76301
France,75,54951498,11568535,11045402,506160,24964,24697,18080,56431,34663,42608,39610,72457,53941,121992,54690,57359,22628,33077,26858,42155,48266,50160,61043
French Guiana,10,8330097,8170479,8170412,4155,3035,2499,1891,4810,2843,2537,3331,5227,2864,3207,2710,9778,2978,4224,2884,6170,4184,3758,3310
French Guiana,15,8330097,8168549,8168835,4155,3035,2498,1891,4808,2843,2536,3330,5226,2863,3207,2710,9777,2975,4216,2880,6161,4175,3755,3308
French Guiana,20,8330097,8166630,8166486,4155,3034,2497,1890,4807,2842,2536,3329,5225,2863,3206,2709,9776,2972,4210,2877,6152,4167,3751,3306
French Guiana,25,8330097,8164372,8163512,4155,3034,2497,1890,4806,2842,2535,3329,5224,2863,3206,2709,9774,2969,4201,2872,6137,4151,3744,3301
French Guiana,30,8330097,8162751,8157814,4155,3033,2497,1889,4805,2841,2535,3328,5223,2862,3206,2709,9773,2968,4196,2868,6127,4144,3739,3298
French Guiana,50,8330097,8153381,8120125,4155,3022,2488,1883,4787,2828,2529,3318,5209,2857,3199,2706,9758,2953,4157,2841,6062,4096,3709,3281
French Guiana,75,8330097,8131836,8058192,4155,2986,2459,1864,4729,2787,2502,3279,5154,2836,3173,2693,9698,2918,4069,2779,5907,3977,3638,3236
Gabon,10,26454970,25910334,25889070,39058,15344,14062,16982,10191,17991,20072,17081,18071,18524,10942,18704,17983,46374,49906,25815,32401,39142,27078,28878
Gabon,15,26454970,25573906,25506093,39058,15322,14036,16968,10180,17957,20023,16986,17998,18427,10904,18660,17924,46260,49829,25787,32377,39105,27049,28847
Gabon,20,26454970,25062630,25027197,39058,15200,13974,16923,10120,17837,19801,16763,17774,18339,10809,18476,17750,45549,49399,25665,32291,38906,26939,28712
Gabon,25,26454970,24969613,24934244,39058,15174,13952,16910,10094,17806,19706,16711,17693,18320,10778,18410,17691,45329,49275,25626,32267,38844,26909,28680
Gabon,30,26454970,24690965,24699923,39058,15083,13852,16845,9982,17699,19301,16501,17367,18252,10674,18161,17476,44449,48752,25473,32151,38644,26788,28561
Gabon,50,26454970,24158394,23913959,39058,14514,13337,16463,9498,17188,17540,15595,16049,17844,10270,17070,16490,42164,47099,24888,31303,37803,26178,27961
Gabon,75,26454970,23070299,21072643,39058,12264,11488,14371,8151,14892,13775,13027,12753,15905,8622,13640,13346,35029,40256,21817,27387,32676,21806,23623
Gambia,10,1067051,453840,399113,24,594,3010,235,713,901,331,929,1549,648,719,414,666,1464,1538,492,299,770,436,442
Gambia,15,1067051,192781,199141,24,268,987,98,470,205,117,470,1235,269,364,273,475,877,1098,414,261,636,394,402
Gambia,20,1067051,30469,33342,24,20,121,28,141,19,20,135,562,45,81,89,118,142,225,141,75,169,144,206
Gambia,25,1067051,20792,26554,24,11,91,23,112,13,16,113,498,26,61,70,96,95,147,111,50,113,96,156
Gambia,30,1067051,4562,3885,24,3,40,11,63,6,6,50,297,9,24,30,41,12,17,10,5,8,6,20
Gambia,50,1067051,37,83,24,0,1,0,2,1,1,0,8,1,0,0,1,0,0,0,0,0,0,0
Gambia,75,1067051,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,10,6984457,3369287,3200398,4788,672,541,295,1991,557,539,1004,756,457,837,545,488,269,124,43,546,221,309,171
Georgia,15,6984457,3289879,3113853,4788,669,539,294,1981,554,535,999,752,455,831,542,482,263,121,43,538,218,306,168
Georgia,20,6984457,3253560,3085468,4788,668,538,293,1975,552,534,995,748,452,826,541,478,260,119,43,534,215,304,168
Georgia,25,6984457,3216330,3039928,4788,667,537,293,1971,550,532,994,747,449,821,540,476,258,117,43,532,212,302,168
