,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,0,0,0,0,0,0,2,5,5,6,6,12,13,9,19,47,53,71,76,
,Solid biofuels,0,0,0,0,0,0,2,5,5,6,6,12,13,9,19,41,47,65,71,
,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,26,27,45,60,
,Renewable municipal waste,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,0,0,0,0,0,0,2,5,5,6,6,12,10,6,7,15,20,21,11,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,
,Geothermal,,,,,,,,,,,,,,,,,,,,
China,Total renewable energy,222 955,278 132,288 813,284 694,354 852,401 114,442 586,496 290,606 279,654 484,780 008,783 049,994 392,1 086 041,1 269 856,1 381 355,1 522 405,1 645 371,1 811 174,
,Hydropower,222 410,277 430,287 970,283 680,353 540,397 020,435 790,485 260,585 190,615 640,722 170,698 950,872 110,920 290,1 064 340,1 130 270,1 193 370,1 194 700,1 232 100,
,Renewable hydropower,219 782,274 802,285 342,281 052,350 912,394 077,432 531,480 559,579 829,608 439,711 370,688 050,862 797,909 610,1 051 150,1 114 515,1 162 589,1 161 947,1 199 200,
,Pumped storage,2 628,2 628,2 628,2 628,2 628,2 943,3 259,4 701,5 361,7 201,10 800,10 900,9 313,10 680,13 190,15 755,30 781,32 753,32 900,
,Marine,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
,Wind,615,749,873,1 039,1 332,1 600,2 800,5 700,11 400,24 900,49 071,71 653,103 013,138 558,160 206,185 965,242 388,305 015,366 452,
,Onshore wind energy,615,749,873,1 039,1 332,1 600,2 800,5 698,11 398,24 898,48 905,71 328,102 526,137 805,159 477,185 172,239 971,299 838,357 340,
,Offshore wind energy,0,0,0,0,0,0,0,2,2,2,166,325,487,754,729,794,2 417,5 177,9 112,
,Solar,37,43,68,81,94,137,155,191,235,345,730,1 999,4 392,8 799,23 758,39 987,67 874,118 267,178 071,
,Solar photovoltaic,37,43,68,81,94,137,155,191,235,345,729,1 998,4 391,8 798,23 751,39 978,67 865,118 258,178 062,
,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,9,9,9,9,
,Bioenergy,2 421,2 438,2 430,2 422,2 414,5 200,7 000,9 740,14 715,20 700,18 691,21 201,24 044,28 924,34 592,40 738,49 404,59 992,67 301,
,Solid biofuels,2 421,2 438,2 430,2 422,2 414,5 200,7 000,9 740,14 715,20 700,18 305,20 750,23 325,28 009,32 982,39 048,47 541,57 567,64 097,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,6 059,6 299,5 956,8 076,9 845,11 958,15 296,19 438,23 264,
,Other solid biofuels,2 421,2 438,2 430,2 422,2 414,5 200,7 000,9 740,14 715,20 700,12 246,14 452,17 370,19 933,23 137,27 090,32 244,38 129,40 833,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,0,0,0,0,0,0,0,0,0,0,386,451,719,915,1 610,1 691,1 863,2 424,3 204,
,Geothermal,94,94,94,94,94,94,94,94,94,94,140,140,140,144,144,144,144,144,144,
China HK SAR,Total renewable energy,,,,,,,,,,,,,,,,,,,,
,Hydropower,,,,,,,,,,,,,,,,,,,,
,Renewable hydropower,,,,,,,,,,,,,,,,,,,,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,,,,,,,,,,,,,,,,,,,,
,Onshore wind energy,,,,,,,,,,,,,,,,,,,,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,,,,,,,,,,,,,,,,,,,,
,Solar photovoltaic,,,,,,,,,,,,,,,,,,,,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,,,,,,,,,,,,,,,,,,,,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,,,,,,,,,,,,,,,,,,,,
,Geothermal,,,,,,,,,,,,,,,,,,,,
China Mac SAR,Total renewable energy,,,,,,,,,,,,,,,,,,,,
,Hydropower,,,,,,,,,,,,,,,,,,,,
,Renewable hydropower,,,,,,,,,,,,,,,,,,,,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,,,,,,,,,,,,,,,,,,,,
,Onshore wind energy,,,,,,,,,,,,,,,,,,,,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,,,,,,,,,,,,,,,,,,,,
,Solar photovoltaic,,,,,,,,,,,,,,,,,,,,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,,,,,,,,,,,,,,,,,,,,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,,,,,,,,,,,,,,,,,,,,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Chinese Taipei,Total renewable energy,5 620,6 468,4 521,4 848,5 083,5 927,6 215,6 742,6 714,6 291,7 079,7 397,9 091,9 242,8 282,8 809,11 055,10 719,10 852,
,Hydropower,8 870,9 169,6 360,6 895,6 556,7 825,7 999,8 350,7 772,7 053,7 255,6 902,8 607,8 610,7 439,7 505,9 856,8 781,7 839,
,Renewable hydropower,4 560,5 090,2 779,3 035,3 210,3 986,4 088,4 418,4 305,3 748,4 194,4 000,5 670,5 423,4 318,4 470,6 562,5 447,4 468,
,Pumped storage,4 310,4 079,3 581,3 861,3 346,3 839,3 911,3 933,3 467,3 305,3 061,2 902,2 937,3 187,3 121,3 035,3 294,3 334,3 371,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,1,12,16,24,25,91,276,440,588,787,1 026,1 493,1 414,1 640,1 501,1 525,1 457,1 723,1 686,
,Onshore wind energy,1,12,16,24,25,91,276,440,588,787,1 026,1 493,1 414,1 640,1 501,1 525,1 457,1 703,1 667,
,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,
,Solar,0,0,0,1,1,1,2,2,5,9,26,70,173,338,552,876,1 132,1 692,2 740,
,Solar photovoltaic,0,0,0,1,1,1,2,2,5,9,26,70,173,338,552,876,1 132,1 692,2 740,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,1 058,1 365,1 726,1 789,1 848,1 848,1 849,1 882,1 816,1 747,1 833,1 834,1 834,1 841,1 912,1 938,1 904,1 858,1 958,
,Solid biofuels,1 058,1 365,1 726,1 789,1 848,1 848,1 849,1 882,1 816,1 747,1 833,1 834,1 834,1 841,1 912,1 903,1 859,1 821,1 935,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,751,991,1 287,1 389,1 500,1 525,1 528,1 580,1 543,1 517,1 563,1 598,1 593,1 622,1 662,1 692,1 698,1 671,1 785,
,Other solid biofuels,307,374,439,401,347,323,321,302,273,229,270,236,241,219,250,211,161,150,150,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,38,23,
,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
India,Total renewable energy,77 581,77 789,76 005,72 609,85 136,98 787,119 296,133 534,139 625,134 696,140 394,157 261,176 256,176 101,199 665,197 430,190 070,209 072,235 722,
,Hydropower,74 639,74 447,71 460,67 069,77 868,89 990,108 312,119 383,122 338,113 684,112 125,124 673,133 094,125 953,140 814,135 512,130 161,131 351,136 599,
,Renewable hydropower,73 485,73 294,70 306,65 916,76 058,87 012,105 042,114 798,117 388,108 735,107 176,119 724,128 145,121 004,135 865,130 562,125 211,126 402,131 650,
,Pumped storage,1 153,1 153,1 153,1 153,1 810,2 978,3 270,4 584,4 949,4 949,4 949,4 949,4 949,4 949,4 949,4 949,4 949,4 949,4 949,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,1 319,1 537,2 206,2 551,3 923,5 562,6 874,9 387,11 835,14 595,16 104,19 528,23 069,24 640,27 235,31 873,36 273,47 670,55 009,
,Onshore wind energy,1 319,1 537,2 206,2 551,3 923,5 562,6 874,9 387,11 835,14 595,16 104,19 528,23 069,24 640,27 235,31 873,36 273,47 670,55 009,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,1,7,9,11,11,16,13,35,37,46,65,309,975,1 684,3 100,5 979,10 182,18 128,31 067,
,Solar photovoltaic,1,7,9,11,11,16,13,35,37,46,65,305,969,1 600,2 739,5 619,9 822,17 768,30 707,
,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,4,6,84,360,360,360,360,360,
,Bioenergy,2 775,2 951,3 483,4 132,5 144,6 198,7 368,9 314,10 364,11 320,17 049,17 700,24 068,28 772,33 465,29 015,18 404,16 872,17 997,
,Solid biofuels,2 775,2 951,3 483,4 132,5 144,6 198,7 368,9 314,10 363,11 318,17 048,17 694,24 058,28 759,33 450,28 993,18 380,16 843,17 969,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,0,0,0,0,0,37,39,47,59,64,71,75,81,93,105,119,123,111,188,
,Other solid biofuels,2 775,2 951,3 483,4 132,5 144,6 161,7 329,9 267,10 303,11 254,16 977,17 619,23 977,28 667,33 345,28 874,18 257,16 732,17 781,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,0,0,0,0,0,0,0,0,1,1,1,6,10,13,16,22,24,29,29,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Indonesia,Total renewable energy,19 600,22 207,21 022,19 832,20 991,22 679,21 202,24 317,26 377,26 843,33 749,29 478,30 131,34 396,33 699,32 954,38 063,41 106,40 433,
,Hydropower,10 023,11 667,9 944,9 110,9 687,10 739,9 636,11 302,11 546,11 404,17 489,12 447,12 828,16 961,15 199,13 779,18 729,18 683,17 422,
,Renewable hydropower,10 023,11 667,9 944,9 110,9 687,10 739,9 636,11 302,11 546,11 404,17 489,12 447,12 828,16 961,15 199,13 779,18 729,18 683,17 422,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,0,0,0,0,0,0,0,0,0,4,4,5,5,1,1,4,6,6,6,
,Onshore wind energy,0,0,0,0,0,0,0,0,0,4,4,5,5,1,1,4,6,6,6,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,1,1,2,3,3,3,4,11,19,27,29,33,48,65,72,89,105,116,120,
,Solar photovoltaic,1,1,2,3,3,3,4,11,19,27,29,33,48,65,72,89,105,116,120,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,4 278,4 575,4 702,4 802,5 008,5 333,4 904,5 983,6 503,6 114,6 869,7 623,7 833,7 956,8 389,9 034,8 568,9 538,9 589,
,Solid biofuels,4 278,4 575,4 702,4 802,5 008,5 333,4 904,5 980,6 500,6 111,6 861,7 599,7 810,7 909,8 338,8 977,8 510,9 481,9 532,
,Bagasse,478,504,511,490,535,586,584,504,512,528,532,480,574,568,572,507,473,438,435,
,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,15,15,20,18,10,3,3,3,
,Other solid biofuels,3 800,4 072,4 192,4 312,4 473,4 747,4 320,5 476,5 988,5 583,6 329,7 103,7 220,7 320,7 748,8 460,8 035,9 040,9 094,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,0,0,0,0,0,0,0,3,3,3,8,24,24,47,51,57,57,57,57,
,Geothermal,5 298,5 964,6 374,5 918,6 294,6 604,6 658,7 021,8 309,9 295,9 357,9 371,9 417,9 414,10 038,10 048,10 656,12 764,13 296,
Japan,Total renewable energy,97 693,94 770,95 014,110 146,109 885,97 637,109 876,96 347,99 396,100 971,111 979,114 756,108 606,119 443,134 641,151 844,149 899,168 236,176 651,
,Hydropower,96 817,93 872,91 801,104 137,103 147,86 350,97 340,84 234,83 504,83 832,90 682,91 709,83 645,84 886,86 942,91 270,84 766,90 162,88 276,
,Renewable hydropower,84 048,81 154,80 871,94 734,93 423,76 925,88 568,73 823,77 172,78 566,83 801,84 918,76 529,79 391,83 532,87 118,78 585,82 854,80 968,
,Pumped storage,12 769,12 718,10 930,9 403,9 724,9 425,8 772,10 411,6 332,5 266,6 881,6 791,7 116,5 495,3 410,4 152,6 181,7 308,7 308,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,108,251,414,826,1 303,1 751,2 167,2 614,2 942,3 613,4 017,4 677,4 838,5 187,5 217,5 580,6 166,6 490,7 481,
,Onshore wind energy,108,251,414,824,1 301,1 749,2 165,2 594,2 922,3 593,3 973,4 633,4 794,5 100,5 130,5 487,6 061,6 385,7 376,
,Offshore wind energy,0,0,0,2,2,2,2,20,20,20,44,44,44,87,87,93,105,105,105,
,Solar,357,547,644,858,1 118,1 420,1 721,1 972,2 206,2 657,3 543,4 839,6 613,12 880,22 952,34 802,45 761,55 068,62 668,
,Solar photovoltaic,357,547,644,858,1 118,1 420,1 721,1 972,2 206,2 657,3 543,4 839,6 613,12 880,22 952,34 802,45 761,55 068,62 668,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,9 832,9 386,9 711,10 244,10 667,14 315,14 339,14 895,14 326,13 249,17 986,17 646,18 017,19 382,20 320,21 749,16 886,21 367,23 076,
,Solid biofuels,9 832,9 386,9 711,10 244,10 667,14 315,14 339,14 895,14 326,13 248,17 948,17 583,17 928,19 259,20 169,21 572,16 700,21 227,22 925,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,2 812,2 996,2 986,3 086,3 096,3 123,1 828,1 695,1 831,
,Other solid biofuels,9 832,9 386,9 711,10 244,10 667,14 315,14 339,14 895,14 326,13 248,15 136,14 587,14 942,16 173,17 073,18 449,14 872,19 532,21 095,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,0,0,0,0,0,0,0,0,0,1,38,63,89,123,151,177,186,140,151,
,Geothermal,3 348,3 432,3 374,3 484,3 374,3 226,3 081,3 043,2 750,2 886,2 632,2 676,2 609,2 603,2 620,2 595,2 501,2 457,2 457,
Kazakhstan,Total renewable energy,7 531,8 081,8 890,8 600,8 000,7 900,7 700,8 201,7 402,6 802,8 026,7 905,7 611,7 758,8 419,9 562,12 080,11 760,11 298,
,Hydropower,7 531,8 081,8 890,8 600,8 000,7 900,7 700,8 200,7 400,6 800,8 022,7 900,7 600,7 731,8 263,9 269,11 621,11 210,10 395,
,Renewable hydropower,7 531,8 081,8 890,8 600,8 000,7 900,7 700,8 200,7 400,6 800,8 022,7 900,7 600,7 731,8 263,9 269,11 621,11 210,10 395,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,132,275,340,461,
,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,132,275,340,461,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,0,0,0,0,0,0,0,1,2,2,4,5,8,22,97,118,136,160,384,
,Solar photovoltaic,0,0,0,0,0,0,0,1,2,2,4,5,8,22,97,118,136,160,384,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,42,48,51,58,
,Solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,11,17,26,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,11,17,26,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,30,37,34,32,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Korea DPR,Total renewable energy,10 200,10 600,10 620,11 720,12 500,13 132,12 621,13 281,14 069,12 501,13 402,13 203,13 503,13 710,13 664,10 030,12 841,11 946,12 850,
,Hydropower,10 200,10 600,10 620,11 720,12 500,13 132,12 620,13 280,14 068,12 500,13 400,13 200,13 500,13 702,13 650,10 000,12 800,11 900,12 800,
,Renewable hydropower,10 200,10 600,10 620,11 720,12 500,13 132,12 620,13 280,14 068,12 500,13 400,13 200,13 500,13 702,13 650,10 000,12 800,11 900,12 800,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,0,0,0,0,0,0,1,1,1,1,1,2,3,8,14,29,41,45,49,
,Solar photovoltaic,0,0,0,0,0,0,1,1,1,1,1,2,3,8,14,29,41,45,49,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,,,,,,,,,,,,,,,,,,,,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,,,,,,,,,,,,,,,,,,,,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Korea Rep,Total renewable energy,4 111,4 258,3 434,5 123,4 631,4 052,4 018,4 557,4 376,4 687,6 187,7 531,7 559,8 783,8 553,10 642,15 884,18 622,23 090,
,Hydropower,5 610,5 972,5 311,6 903,5 880,5 189,5 219,5 042,5 563,5 641,6 472,7 831,7 652,8 394,7 820,5 796,6 634,7 006,7 270,
,Renewable hydropower,4 010,4 151,3 233,4 902,4 330,3 673,3 468,3 631,3 070,2 813,3 682,4 598,3 969,4 289,2 752,2 146,2 847,2 820,3 359,
,Pumped storage,1 600,1 821,2 078,2 001,1 550,1 516,1 751,1 411,2 493,2 828,2 790,3 233,3 683,4 105,5 068,3 650,3 787,4 186,3 911,
,Marine,0,0,0,0,0,0,0,0,0,0,1,52,466,484,492,496,496,489,485,
,Wind,17,13,15,25,47,130,239,376,436,685,817,863,917,1 149,1 146,1 342,1 683,2 169,2 465,
,Onshore wind energy,17,13,15,25,47,130,239,376,436,685,817,863,906,1 138,1 122,1 318,1 591,2 077,2 373,
,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,24,92,92,92,
,Solar,5,6,7,8,10,15,31,70,285,566,772,917,1 103,1 605,2 557,3 975,5 123,7 057,9 208,
,Solar photovoltaic,5,6,7,8,10,15,31,70,285,566,772,917,1 103,1 605,2 557,3 975,5 123,7 057,9 208,
,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Bioenergy,79,88,179,188,244,234,280,480,585,623,915,1 101,1 104,1 256,1 606,2 683,5 735,6 087,7 572,
,Solid biofuels,68,76,108,88,93,104,114,138,131,154,383,490,538,647,410,862,3 858,4 290,5 406,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,22,34,57,60,69,71,82,113,91,108,121,109,140,147,144,196,184,171,174,
,Other solid biofuels,46,42,51,28,24,33,32,25,40,46,262,381,398,500,266,666,3 674,4 119,5 231,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,11,12,71,100,151,130,166,342,454,469,532,611,566,609,659,588,519,568,557,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,Total renewable energy,13 682,12 430,10 787,13 004,14 094,13 980,13 653,14 004,10 759,10 098,11 255,14 309,14 179,13 097,13 298,11 093,11 498,14 204,14 318,
,Hydropower,13 682,12 430,10 787,13 004,14 094,13 980,13 653,14 004,10 759,10 098,11 255,14 309,14 179,13 097,13 298,11 093,11 498,14 204,14 318,
,Renewable hydropower,13 682,12 430,10 787,13 004,14 094,13 980,13 653,14 004,10 759,10 098,11 255,14 309,14 179,13 097,13 298,11 093,11 498,14 204,14 318,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,,,,,,,,,,,,,,,,,,,,
,Onshore wind energy,,,,,,,,,,,,,,,,,,,,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,,,,,,,,,,,,,,,,,,,,
,Solar photovoltaic,,,,,,,,,,,,,,,,,,,,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,,,,,,,,,,,,,,,,,,,,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,,,,,,,,,,,,,,,,,,,,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Lao PDR,Total renewable energy,3 688,3 640,3 478,3 187,3 356,3 520,3 607,3 384,3 729,3 389,8 457,12 992,12 769,15 523,15 760,16 008,17 611,19 521,21 235,
,Hydropower,3 688,3 640,3 478,3 187,3 356,3 520,3 607,3 384,3 729,3 389,8 457,12 992,12 769,15 517,15 749,16 000,17 601,19 489,21 170,
,Renewable hydropower,3 688,3 640,3 478,3 187,3 356,3 520,3 607,3 384,3 729,3 389,8 457,12 992,12 769,15 517,15 749,16 000,17 601,19 489,21 170,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,,,,,,,,,,,,,,,,,,,,
,Onshore wind energy,,,,,,,,,,,,,,,,,,,,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,19,
,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,19,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,26,46,
,Solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,26,46,
,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,26,46,
,Renewable municipal waste,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,,,,,,,,,,,,,,,,,,,,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Malaysia,Total renewable energy,7 565,6 638,5 987,5 664,6 152,6 609,7 037,6 841,8 723,7 965,7 717,8 693,10 847,13 117,14 538,16 724,21 417,28 036,28 492,
,Hydropower,6 994,6 066,5 415,5 090,5 573,6 007,6 323,5 957,7 807,6 890,6 361,8 056,9 251,11 799,13 541,15 525,20 358,26 717,26 296,
,Renewable hydropower,6 994,6 066,5 415,5 090,5 573,6 007,6 323,5 957,7 807,6 890,6 361,8 056,9 251,11 799,13 541,15 525,20 358,26 717,26 296,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,,,,,,,,,,,,,,,,,,,,
,Onshore wind energy,,,,,,,,,,,,,,,,,,,,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,0,0,0,0,0,0,0,1,1,1,1,1,8,54,195,277,354,420,440,
,Solar photovoltaic,0,0,0,0,0,0,0,1,1,1,1,1,8,54,195,277,354,420,440,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,571,572,572,574,579,602,714,883,915,1 074,1 355,636,1 589,1 264,802,922,705,899,1 756,
,Solid biofuels,571,571,571,573,578,601,713,882,914,1 072,1 352,631,1 581,1 241,751,858,598,683,1 532,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,5,5,17,11,4,18,16,17,24,
,Other solid biofuels,571,571,571,573,578,601,713,882,914,1 072,1 347,627,1 564,1 230,747,840,582,666,1 508,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,0,1,1,1,1,1,1,1,1,2,3,5,8,23,51,63,107,216,224,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Maldives,Total renewable energy,0,0,0,0,0,0,0,0,3,3,3,3,5,5,9,9,13,17,17,
,Hydropower,,,,,,,,,,,,,,,,,,,,
,Renewable hydropower,,,,,,,,,,,,,,,,,,,,
,Pumped storage,,,,,,,,,,,,,,,,,,,,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,
,Onshore wind energy,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,10,14,14,
,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,10,14,14,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Other solid biofuels,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,,,,,,,,,,,,,,,,,,,,
,Geothermal,,,,,,,,,,,,,,,,,,,,
Mongolia,Total renewable energy,4,5,5,6,6,6,6,6,13,28,45,63,63,123,203,223,253,269,480,
,Hydropower,4,5,5,5,5,5,5,5,6,21,37,55,54,61,68,61,87,86,81,
,Renewable hydropower,4,5,5,5,5,5,5,5,6,21,37,55,54,61,68,61,87,86,81,
,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Marine,,,,,,,,,,,,,,,,,,,,
,Wind,0,0,0,0,0,0,0,0,0,0,1,1,1,54,126,154,159,155,340,
,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,1,1,1,54,126,154,159,155,340,
,Offshore wind energy,,,,,,,,,,,,,,,,,,,,
,Solar,0,0,0,0,0,0,0,0,7,7,8,8,8,8,8,8,8,27,59,
,Solar photovoltaic,0,0,0,0,0,0,0,0,7,7,8,8,8,8,8,8,8,27,59,
,Concentrated solar power,,,,,,,,,,,,,,,,,,,,
,Bioenergy,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,,,,,,,,,,,,,,,,,,,,
,Bagasse,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,,,,,,,,,,,,,,,,,,,,
,Biogas,,,,,,,,,,,,,,,,,,,,
,Geothermal,,,,,,,,,,,,,,,,,,,,
